file,path,label_id,n_tokens,tokenization_json
AA_267.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_267.xml,1,238,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_268.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_268.xml,1,209,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_271.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_271.xml,1,294,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_273.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_273.xml,1,236,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_274.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_274.xml,1,213,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_275.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_275.xml,1,278,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_276.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_276.xml,1,235,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_277.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_277.xml,1,245,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_279.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_279.xml,1,152,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_280.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_280.xml,1,214,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_281.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_281.xml,1,263,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_284.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_284.xml,1,249,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_285.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_285.xml,1,191,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_287.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_287.xml,1,234,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_288.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_288.xml,1,126,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_289.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_289.xml,1,342,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_292.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_292.xml,1,132,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_293.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_293.xml,1,460,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_294.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_294.xml,1,207,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_295.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_295.xml,1,445,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_296.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_296.xml,1,118,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_297.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_297.xml,1,151,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_298.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_298.xml,1,344,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_299.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_299.xml,1,264,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_301.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_301.xml,1,395,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_302.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_302.xml,1,226,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_304.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_304.xml,1,108,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_305.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_305.xml,1,194,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_306.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_306.xml,1,246,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_307.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_307.xml,1,163,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_308.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_308.xml,1,288,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_309.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_309.xml,1,513,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_310.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_310.xml,1,233,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_311.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_311.xml,1,159,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_312.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_312.xml,1,270,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_314.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_314.xml,1,319,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_315.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_315.xml,1,252,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_316.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_316.xml,1,187,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_317.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_317.xml,1,224,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_318.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_318.xml,1,150,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_319.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_319.xml,1,180,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_320.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_320.xml,1,149,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_321.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_321.xml,1,196,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_323.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_323.xml,1,349,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_324.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_324.xml,1,279,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_325.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_325.xml,1,276,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_326.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_326.xml,1,77,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_328.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_328.xml,1,189,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_329.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_329.xml,1,162,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_330.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_330.xml,1,186,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_333.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_333.xml,1,425,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_334.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_334.xml,1,321,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_336.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_336.xml,1,374,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_337.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_337.xml,1,154,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_338.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_338.xml,1,347,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_339.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_339.xml,1,379,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_340.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_340.xml,1,610,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_343.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_343.xml,1,251,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_344.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_344.xml,1,294,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_345.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_345.xml,1,126,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_346.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_346.xml,1,117,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_347.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_347.xml,1,76,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_349.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_349.xml,1,594,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_350.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_350.xml,1,250,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_351.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_351.xml,1,296,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_352.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_352.xml,1,293,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_354.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_354.xml,1,354,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_356.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_356.xml,1,261,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_357.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_357.xml,1,181,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_358.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_358.xml,1,198,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_359.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_359.xml,1,205,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_360.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_360.xml,1,270,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_361.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_361.xml,1,160,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_362.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_362.xml,1,196,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_364.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_364.xml,1,171,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_365.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_365.xml,1,221,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_366.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_366.xml,1,178,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_369.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_369.xml,1,184,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_371.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_371.xml,1,188,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_372.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_372.xml,1,164,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_374.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_374.xml,1,264,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_375.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_375.xml,1,672,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_376.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_376.xml,1,219,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_377.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_377.xml,1,1112,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_378.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_378.xml,1,208,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_379.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_379.xml,1,571,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_380.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_380.xml,1,538,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_382.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_382.xml,1,336,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_383.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_383.xml,1,261,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_385.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_385.xml,1,232,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_386.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_386.xml,1,248,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_387.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_387.xml,1,236,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_389.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_389.xml,1,435,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_390.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_390.xml,1,211,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_391.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_391.xml,1,268,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_392.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_392.xml,1,232,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_393.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_393.xml,1,184,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_394.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_394.xml,1,122,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_395.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_395.xml,1,238,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_396.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_396.xml,1,457,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_397.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_397.xml,1,136,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_400.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_400.xml,1,288,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_401.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_401.xml,1,234,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
AA_402.xml,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\profano_clean\AA_402.xml,1,344,D:\BackUpDrive\Programacion\Python\TransFolk\data\ataa\tokenization\momet_ataa_20260427_140847_356497.json
